movie_title,movie_budget,movie_domestic_gross,movie_world_gross,movie_genre,movie_imdb_rating,movie_imdb_metascore,movie_poster,movie_director,movie_star1,movie_star2,movie_star3,movie_release_date,movie_release_year
ALLIED,"$106,000,000.00 ","$40,098,064.00 ","$119,266,661.00 ",romance,7.1,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Robert Zemeckis,Brad Pitt,Marion Cotillard,Jared Harris,23-Nov,2016
CAROL,"$11,800,000 ","$12,711,491 ","$42,354,525 ",romance,7.2,94,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Todd Haynes,Cate Blanchett,Rooney Mara,Sarah Paulson,15-Jan,2016
LA LA LAND,"$20,000,000 ","$151,101,803 ","$437,459,811 ",romance,8,94,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Damien Chazelle,Ryan Gosling,Emma Stone,Rosemarie DeWitt,25-Dec,2016
ME BEFORE YOU,"$20,000,000 ","$56,245,075 ","$208,064,908 ",romance,7.4,51,"https://m.media-amazon.com/images/M/MV5BMTQ2NjE4NDE2NV5BMl5BanBnXkFtZTgwOTcwNDE5NzE@._V1_UX67_CR0,0,67,98_AL_.jpg",Thea Sharrock,Emilia Clarke,Sam Claflin,Janet McTeer,3-Jun,2016
PASSENGERS,"$110,000,000.00 ","$100,014,699.00 ","$302,239,672.00 ",romance,7,41,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Morten Tyldum,Jennifer Lawrence,Chris Pratt,Michael Sheen,21-Dec,2016
SWISS ARMY MAN,"$3,000,000 ","$4,210,454 ","$5,837,111 ",romance,6.9,64,"https://m.media-amazon.com/images/M/MV5BMTk0OTEyMjM1OF5BMl5BanBnXkFtZTgwMzMzODM4ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",Daniel Scheinert,Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead,1-Jul,2016
THE LEGEND OF TARZAN,"$180,000,000.00 ","$126,643,061.00 ","$348,902,025.00 ",romance,6.2,44,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Yates,Alexander Skarsgård,Rory J Saper,Christian Stevens,1-Jul,2016
TROLLS,"$125,000,000.00 ","$153,707,064.00 ","$343,242,613.00 ",romance,6.4,55,"https://m.media-amazon.com/images/M/MV5BMTkxNDc3OTcxMV5BMl5BanBnXkFtZTgwODk2NjAzOTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Walt Dohrn,Anna Kendrick,Justin Timberlake,Zooey Deschanel,4-Nov,2016
BEAUTY AND THE BEAST,"$160,000,000.00 ","$504,014,165.00 ","$1,268,697,483.00 ",romance,7.1,65,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bill Condon,Emma Watson,Dan Stevens,Luke Evans,17-Mar,2017
FIFTY SHADES DARKER,"$55,000,000.00 ","$114,434,010.00 ","$381,367,046.00 ",romance,4.6,33,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Foley,Dakota Johnson,Jamie Dornan,Eric Johnson,10-Feb,2017
THE SHAPE OF WATER,"$19,500,000 ","$63,859,435 ","$195,790,794 ",romance,7.3,87,"https://m.media-amazon.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg",Guillermo del Toro,Sally Hawkins,Octavia Spencer,Michael Shannon,22-Dec,2017
CALL ME BY YOUR NAME,"$3,500,000.00 ","$18,065,180.00 ","$41,649,462.00 ",romance,7.8,94,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Luca Guadagnino,Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,19-Jan,2018
CRAZY RICH ASIANS,"$30,000,000.00 ","$174,532,921.00 ","$237,814,149.00 ",romance,6.9,74,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jon M. Chu,Constance Wu,Henry Golding,Michelle Yeoh,15-Aug,2018
FIFTY SHADES FREED,"$55,000,000.00 ","$100,407,760.00 ","$371,985,018.00 ",romance,4.5,31,"https://m.media-amazon.com/images/M/MV5BMTYxOTQ1MzI0Nl5BMl5BanBnXkFtZTgwMzgwMzIxNDM@._V1_UX67_CR0,0,67,98_AL_.jpg",James Foley,Dakota Johnson,Jamie Dornan,Eric Johnson,9-Feb,2018
THE DARKEST MINDS,"$34,000,000 ","$12,695,691 ","$38,361,428 ",romance,5.7,39,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jennifer Yuh Nelson,Amandla Stenberg,Mandy Moore,Bradley Whitford,3-Aug,2018
AFTER,"$14,000,000.00 ","$12,138,565.00 ","$57,926,850.00 ",romance,5.3,30,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jenny Gage,Josephine Langford,Hero Fiennes Tiffin,Khadijha Red Thunder,12-Apr,2019
FIVE FEET APART,"$7,000,000 ","$45,729,221 ","$92,554,209 ",romance,7.2,53,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Justin Baldoni,Haley Lu Richardson,Cole Sprouse,Moises Arias,15-Mar,2019
LITTLE WOMEN,"$42,000,000.00 ","$108,095,955.00 ","$218,838,386.00 ",romance,7.8,91,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,25-Dec,2019
EMMA.,"$10,000,000 ","$10,055,355 ","$27,365,788 ",romance,6.7,71,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Autumn de Wilde,Anya Taylor-Joy,Johnny Flynn,Mia Goth,6-Mar,2020
LICORICE PIZZA,"$40,000,000.00 ","$17,318,007.00 ","$32,903,549.00 ",romance,7.2,90,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Paul Thomas Anderson,Alana Haim,Cooper Hoffman,Sean Penn,25-Dec,2021
REMINISCENCE,"$67,972,729.00 ","$3,900,193.00 ","$15,449,322.00 ",romance,5.9,46,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Lisa Joy,Hugh Jackman,Rebecca Ferguson,Thandiwe Newton,20-Aug,2021
WEST SIDE STORY,"$100,000,000.00 ","$38,530,322.00 ","$74,826,329.00 ",romance,7.2,85,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Steven Spielberg,Ansel Elgort,Rachel Zegler,Ariana DeBose,10-Dec,2021
EMILY,"$27,000 ","$3,547 ","$3,547 ",romance,6.9,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Frances O'Connor,Emma Mackey,Oliver Jackson-Cohen,Fionn Whitehead,14-Oct,2022
THE LOST CITY,"$74,000,000.00 ","$105,344,029.00 ","$182,921,990.00 ",romance,6.1,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Adam Nee,Sandra Bullock,Channing Tatum,Daniel Radcliffe,25-Mar,2022
THOR: LOVE AND THUNDER,"$250,000,000.00 ","$343,256,830.00 ","$760,928,081.00 ",romance,6.3,57,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Taika Waititi,Chris Hemsworth,Natalie Portman,Christian Bale,8-Jul,2022
TICKET TO PARADISE,"$60,000,000.00 ","$68,275,985.00 ","$172,072,232.00 ",romance,6.2,50,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ol Parker,George Clooney,Sean Lynch,Julia Roberts,21-Oct,2022
WHERE THE CRAWDADS SING,"$24,000,000.00 ","$90,230,760.00 ","$136,539,552.00 ",romance,7.2,43,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Olivia Newman,Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson,15-Jul,2022
ANT-MAN AND THE WASP: QUANTUMANIA,"$200,000,000.00 ","$187,137,871.00 ","$419,837,871.00 ",action,6.5,48,"https://m.media-amazon.com/images/M/MV5BODZhNzlmOGItMWUyYS00Y2Q5LWFlNzMtM2I2NDFkM2ZkYmE1XkEyXkFqcGdeQXVyMTU5OTA4NTIz._V1_UX67_CR0,0,67,98_AL_.jpg",Peyton Reed,Paul Rudd,Evangeline Lilly,Michael Douglas,17-Feb,2023
OPERATION FORTUNE: RUSE DE GUERRE,"$50,000,000.00 ","$3,140,214.00 ","$23,535,387.00 ",action,6.7,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Jason Statham,Aubrey Plaza,Cary Elwes,3-Mar,2023
THE COVENANT,"$20,000,000 ","$23,364,784 ","$38,164,784 ",action,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Jake Gyllenhaal,Antony Starr,Alexander Ludwig,21-Apr,2023
AVATAR: THE WAY OF WATER,"$460,000,000.00 ","$670,702,473.00 ","$2,281,099,039.00 ",action,7.8,67,"https://m.media-amazon.com/images/M/MV5BYjhiNjBlODctY2ZiOC00YjVlLWFlNzAtNTVhNzM1YjI1NzMxXkEyXkFqcGdeQXVyMjQxNTE1MDA@._V1_UY98_CR0,0,67,98_AL_.jpg",James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,16-Dec,2022
BLACK ADAM,"$200,000,000.00 ","$168,152,111.00 ","$391,261,706.00 ",action,6.3,41,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jaume Collet-Serra,Dwayne Johnson,Aldis Hodge,Pierce Brosnan,21-Oct,2022
BULLET TRAIN,"$85,900,000.00 ","$103,368,602.00 ","$238,875,556.00 ",action,7.3,49,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Leitch,Brad Pitt,Joey King,Aaron Taylor-Johnson,5-Aug,2022
DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS,"$200,000,000.00 ","$411,331,607.00 ","$952,224,986.00 ",action,6.9,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sam Raimi,Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor,6-May,2022
EVERYTHING EVERYWHERE ALL AT ONCE,"$25,000,000 ","$73,265,492 ","$107,446,286 ",action,8,81,"https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY98_CR0,0,67,98_AL_.jpg",Daniel Scheinert,Michelle Yeoh,Stephanie Hsu,Jamie Lee Curtis,8-Apr,2022
JURASSIC WORLD: DOMINION,"$165,000,000.00 ","$376,851,080.00 ","$1,003,775,632.00 ",action,5.6,38,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Laura Dern,10-Jun,2022
LIGHTYEAR,"$200,000,000.00 ","$118,307,188.00 ","$218,768,299.00 ",action,6.1,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Angus MacLane,(voice),(voice),(voice),17-Jun,2022
MOONFALL,"$150,000,000.00 ","$19,060,660.00 ","$59,053,195.00 ",action,5.1,41,"https://m.media-amazon.com/images/M/MV5BZjk0OWZiN2ItNmQ2YS00NTJmLTg0MjItNzM4NzBkMWM1ZTRlXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UY98_CR1,0,67,98_AL_.jpg",Roland Emmerich,Halle Berry,Patrick Wilson,John Bradley,4-Feb,2022
MORBIUS,"$75,000,000.00 ","$73,865,530.00 ","$162,759,437.00 ",action,5.2,35,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Daniel Espinosa,Jared Leto,Matt Smith,Adria Arjona,1-Apr,2022
SONIC THE HEDGEHOG 2,"$90,000,000.00 ","$190,872,904.00 ","$402,407,997.00 ",action,6.5,47,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jeff Fowler,James Marsden,Jim Carrey,(voice),8-Apr,2022
STRANGE WORLD,"$135,000,000.00 ","$37,968,963.00 ","$69,532,497.00 ",action,5.6,65,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Qui Nguyen,Jake Gyllenhaal,Jaboukie Young-White,Gabrielle Union,23-Nov,2022
THE BATMAN,"$200,000,000.00 ","$369,345,583.00 ","$767,531,825.00 ",action,7.8,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Matt Reeves,Robert Pattinson,Zoë Kravitz,Jeffrey Wright,4-Mar,2022
THE LOST CITY,"$74,000,000.00 ","$105,344,029.00 ","$182,921,990.00 ",action,6.1,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Adam Nee,Sandra Bullock,Channing Tatum,Daniel Radcliffe,25-Mar,2022
THE UNBEARABLE WEIGHT OF MASSIVE TALENT,"$30,000,000.00 ","$20,300,157.00 ","$29,116,320.00 ",action,7,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tom Gormican,Nicolas Cage,Pedro Pascal,Tiffany Haddish,22-Apr,2022
THE WOMAN KING,"$50,000,000.00 ","$67,328,130.00 ","$94,374,749.00 ",action,6.8,77,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gina Prince-Bythewood,Viola Davis,Thuso Mbedu,Lashana Lynch,16-Sep,2022
THOR: LOVE AND THUNDER,"$250,000,000.00 ","$343,256,830.00 ","$760,928,081.00 ",action,6.3,57,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Taika Waititi,Chris Hemsworth,Natalie Portman,Christian Bale,8-Jul,2022
TOP GUN: MAVERICK,"$170,000,000.00 ","$718,732,821.00 ","$1,483,356,646.00 ",action,8.3,78,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joseph Kosinski,Tom Cruise,Jennifer Connelly,Miles Teller,27-May,2022
UNCHARTED,"$120,000,000.00 ","$148,648,820.00 ","$400,689,914.00 ",action,6.3,45,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ruben Fleischer,Tom Holland,Mark Wahlberg,Antonio Banderas,18-Feb,2022
BLACK WIDOW,"$200,000,000.00 ","$183,651,655.00 ","$379,751,131.00 ",action,6.7,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Cate Shortland,Scarlett Johansson,Florence Pugh,David Harbour,9-Jul,2021
DUNE,"$165,000,000.00 ","$108,327,830.00 ","$392,073,640.00 ",action,8,74,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Denis Villeneuve,Timothée Chalamet,Rebecca Ferguson,Zendaya,22-Oct,2021
ETERNALS,"$200,000,000.00 ","$164,870,264.00 ","$401,731,759.00 ",action,6.3,52,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chloé Zhao,Gemma Chan,Richard Madden,Angelina Jolie,5-Nov,2021
F9: THE FAST SAGA,"$200,000,000.00 ","$173,005,945.00 ","$720,752,238.00 ",action,5.2,58,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Justin Lin,Vin Diesel,Michelle Rodriguez,Jordana Brewster,25-Jun,2021
GODZILLA VS. KONG,"$155,000,000.00 ","$100,916,094.00 ","$468,043,852.00 ",action,6.3,59,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Adam Wingard,Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,31-Mar,2021
NO TIME TO DIE,"$250,000,000.00 ","$160,891,007.00 ","$759,959,662.00 ",action,7.3,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Cary Joji Fukunaga,Daniel Craig,Ana de Armas,Rami Malek,8-Oct,2021
SHANG-CHI AND THE LEGEND OF THE TEN RINGS,"$150,000,000.00 ","$224,543,292.00 ","$432,224,634.00 ",action,7.4,71,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Destin Daniel Cretton,Simu Liu,Awkwafina,Tony Chiu-Wai Leung,3-Sep,2021
SPIDER-MAN: NO WAY HOME,"$200,000,000.00 ","$814,115,070.00 ","$1,910,048,245.00 ",action,8.2,71,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jon Watts,Tom Holland,Zendaya,Benedict Cumberbatch,17-Dec,2021
THE LAST DUEL,"$100,000,000.00 ","$10,853,945.00 ","$30,080,003.00 ",action,7.4,67,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ridley Scott,Matt Damon,Adam Driver,Jodie Comer,15-Oct,2021
THE MATRIX RESURRECTIONS,"$190,000,000.00 ","$40,463,197.00 ","$159,197,755.00 ",action,5.7,63,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Lana Wachowski,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,22-Dec,2021
THE SUICIDE SQUAD,"$185,000,000.00 ","$55,817,425.00 ","$167,097,737.00 ",action,7.2,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Gunn,Margot Robbie,Idris Elba,John Cena,5-Aug,2021
VENOM: LET THERE BE CARNAGE,"$110,000,000.00 ","$213,550,366.00 ","$501,546,922.00 ",action,5.9,49,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Andy Serkis,Tom Hardy,Woody Harrelson,Michelle Williams,1-Oct,2021
WRATH OF MAN,"$40,000,000.00 ","$27,466,489.00 ","$103,913,405.00 ",action,7.1,57,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Jason Statham,Holt McCallany,Josh Hartnett,7-May,2021
TENET,"$205,000,000.00 ","$58,504,105.00 ","$360,240,189.00 ",action,7.3,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christopher Nolan,John David Washington,Robert Pattinson,Elizabeth Debicki,3-Sep,2020
THE GENTLEMEN,"$22,000,000 ","$36,471,796 ","$113,152,222 ",action,7.8,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Matthew McConaughey,Charlie Hunnam,Michelle Dockery,24-Jan,2020
WONDER WOMAN 1984,"$200,000,000.00 ","$46,801,036.00 ","$166,360,232.00 ",action,5.4,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Patty Jenkins,Gal Gadot,Chris Pine,Kristen Wiig,25-Dec,2020
ALITA: BATTLE ANGEL,"$170,000,000.00 ","$85,838,210.00 ","$401,900,040.00 ",action,7.3,53,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Robert Rodriguez,Rosa Salazar,Christoph Waltz,Jennifer Connelly,14-Feb,2019
ANNA,"$30,000,000.00 ","$7,743,794.00 ","$32,825,217.00 ",action,6.6,40,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Luc Besson,Sasha Luss,Helen Mirren,Luke Evans,21-Jun,2019
AVENGERS: ENDGAME,"$400,000,000.00 ","$858,373,000.00 ","$2,794,731,755.00 ",action,8.4,78,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joe Russo,Robert Downey Jr.,Chris Evans,Mark Ruffalo,26-Apr,2019
CAPTAIN MARVEL,"$175,000,000.00 ","$426,829,839.00 ","$1,129,576,094.00 ",action,6.8,64,"https://m.media-amazon.com/images/M/MV5BMTE0YWFmOTMtYTU2ZS00ZTIxLWE3OTEtYTNiYzBkZjViZThiXkEyXkFqcGdeQXVyODMzMzQ4OTI@._V1_UX67_CR0,0,67,98_AL_.jpg",Ryan Fleck,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,8-Mar,2019
CHARLIE'S ANGELS,"$90,000,000.00 ","$125,305,545.00 ","$259,736,090.00 ",action,4.9,52,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,15-Nov,2019
HELLBOY,"$60,000,000.00 ","$59,623,958.00 ","$99,823,958.00 ",action,5.2,31,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Neil Marshall,David Harbour,Milla Jovovich,Ian McShane,12-Apr,2019
MIDWAY,"$100,000,000.00 ","$56,846,802.00 ","$126,815,030.00 ",action,6.7,47,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Roland Emmerich,Ed Skrein,Patrick Wilson,Woody Harrelson,8-Nov,2019
READY OR NOT,"$6,000,000.00 ","$28,714,231.00 ","$56,785,851.00 ",action,6.8,64,"https://m.media-amazon.com/images/M/MV5BYzBkMzAyMDUtZTFkZS00OWUyLTgwM2ItNGI3MTQ5NzA3NTVkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Tyler Gillett,Samara Weaving,Adam Brody,Mark O'Brien,21-Aug,2019
SHAZAM!,"$85,000,000.00 ","$140,371,656.00 ","$363,563,907.00 ",action,7,71,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David F. Sandberg,Zachary Levi,Mark Strong,Asher Angel,5-Apr,2019
SPIDER-MAN: FAR FROM HOME,"$160,000,000.00 ","$390,532,085.00 ","$1,132,107,522.00 ",action,7.4,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jon Watts,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,2-Jul,2019
TERMINATOR: DARK FATE,"$185,000,000.00 ","$62,253,077.00 ","$250,367,666.00 ",action,6.2,54,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tim Miller,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,1-Nov,2019
ANT-MAN AND THE WASP,"$130,000,000.00 ","$216,648,740.00 ","$623,144,660.00 ",action,7,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Peyton Reed,Paul Rudd,Evangeline Lilly,Michael Peña,6-Jul,2018
AQUAMAN,"$160,000,000.00 ","$335,061,807.00 ","$1,143,758,700.00 ",action,6.8,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Wan,Jason Momoa,Amber Heard,Willem Dafoe,21-Dec,2018
AVENGERS: INFINITY WAR,"$300,000,000.00 ","$678,815,482.00 ","$2,048,359,754.00 ",action,8.4,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joe Russo,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,27-Apr,2018
BLACK PANTHER,"$200,000,000.00 ","$700,059,566.00 ","$1,336,494,320.00 ",action,7.3,88,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ryan Coogler,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,16-Feb,2018
CREED II,"$50,000,000.00 ","$115,715,889.00 ","$213,591,522.00 ",action,7.1,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Steven Caple Jr.,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,21-Nov,2018
DEADPOOL 2,"$110,000,000.00 ","$324,591,735.00 ","$786,362,370.00 ",action,7.7,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Leitch,Ryan Reynolds,Josh Brolin,Morena Baccarin,18-May,2018
DEN OF THIEVES,"$30,000,000.00 ","$44,947,622.00 ","$80,147,166.00 ",action,7,49,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christian Gudegast,Gerard Butler,Pablo Schreiber,O'Shea Jackson Jr.,19-Jan,2018
INCREDIBLES 2,"$200,000,000.00 ","$608,581,744.00 ","$1,242,805,359.00 ",action,7.6,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Brad Bird,(voice),(voice),(voice),15-Jun,2018
JURASSIC WORLD: FALLEN KINGDOM,"$170,000,000.00 ","$417,719,760.00 ","$1,308,323,302.00 ",action,6.1,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,J.A. Bayona,Chris Pratt,Bryce Dallas Howard,Rafe Spall,22-Jun,2018
READY PLAYER ONE,"$150,000,000.00 ","$137,690,172.00 ","$579,055,653.00 ",action,7.4,64,"https://m.media-amazon.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UX67_CR0,0,67,98_AL_.jpg",Steven Spielberg,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,29-Mar,2018
RED SPARROW,"$69,000,000.00 ","$46,874,505.00 ","$145,951,861.00 ",action,6.6,53,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Francis Lawrence,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,2-Mar,2018
SOLO: A STAR WARS STORY,"$275,000,000.00 ","$213,767,512.00 ","$393,151,347.00 ",action,6.9,62,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ron Howard,Alden Ehrenreich,Woody Harrelson,Emilia Clarke,25-May,2018
BABY DRIVER,"$34,000,000 ","$107,825,862 ","$226,977,991 ",action,7.6,86,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm,28-Jun,2017
BAYWATCH,"$60,000,000.00 ","$58,060,186.00 ","$175,863,783.00 ",action,5.5,37,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Seth Gordon,Dwayne Johnson,Zac Efron,Alexandra Daddario,25-May,2017
BLADE RUNNER 2049,"$185,000,000.00 ","$92,054,159.00 ","$258,829,058.00 ",action,8,81,"https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_UX67_CR0,0,67,98_AL_.jpg",Denis Villeneuve,Harrison Ford,Ryan Gosling,Ana de Armas,6-Oct,2017
DUNKIRK,"$150,000,000.00 ","$190,068,280.00 ","$518,058,826.00 ",action,7.8,94,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christopher Nolan,Fionn Whitehead,Barry Keoghan,Mark Rylance,21-Jul,2017
JUMANJI: WELCOME TO THE JUNGLE,"$90,000,000.00 ","$404,508,916.00 ","$961,632,807.00 ",action,6.9,58,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jake Kasdan,Dwayne Johnson,Karen Gillan,Kevin Hart,20-Dec,2017
JUSTICE LEAGUE,"$300,000,000.00 ","$229,024,295.00 ","$655,945,209.00 ",action,6.1,45,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Zack Snyder,Ben Affleck,Gal Gadot,Jason Momoa,17-Nov,2017
KINGSMAN: THE GOLDEN CIRCLE,"$104,000,000.00 ","$100,234,838.00 ","$408,803,696.00 ",action,6.7,44,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Matthew Vaughn,Taron Egerton,Colin Firth,Mark Strong,22-Sep,2017
LOGAN,"$127,000,000.00 ","$226,277,068.00 ","$614,202,315.00 ",action,8.1,77,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Mangold,Hugh Jackman,Patrick Stewart,Dafne Keen,3-Mar,2017
PIRATES OF THE CARIBBEAN: DEAD MEN TELL NO TALES,"$230,000,000.00 ","$172,558,876.00 ","$794,861,794.00 ",action,6.5,39,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Espen Sandberg,Johnny Depp,Geoffrey Rush,Javier Bardem,26-May,2017
