movie_title,movie_budget,movie_domestic_gross,movie_world_gross,movie_genre,movie_imdb_rating,movie_imdb_metascore,movie_poster,movie_director,movie_star1,movie_star2,movie_star3,movie_release_date,movie_release_year
BLENDED,"$45,000,000.00 ","$46,290,741.00 ","$127,990,741.00 ",comedy,6.5,31,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Frank Coraci,Adam Sandler,Drew Barrymore,Wendi McLendon-Covey,23-May,2014
GUARDIANS OF THE GALAXY,"$170,000,000.00 ","$333,714,112.00 ","$770,882,395.00 ",comedy,8,76,"https://m.media-amazon.com/images/M/MV5BZTkwZjU3MTctMGExMi00YjU5LTgwMDMtOWNkZDRlZjQ4NmZhXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",James Gunn,Chris Pratt,Vin Diesel,Bradley Cooper,1-Aug,2014
THE GRAND BUDAPEST HOTEL,"$31,000,000.00 ","$59,076,019.00 ","$163,503,514.00 ",comedy,8.1,88,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Wes Anderson,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,28-Mar,2014
TUSK,"$3,000,000 ","$1,821,983 ","$1,887,554 ",comedy,5.3,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kevin Smith,Justin Long,Michael Parks,Haley Joel Osment,19-Sep,2014
ANT-MAN,"$130,000,000.00 ","$180,202,163.00 ","$518,858,449.00 ",comedy,7.3,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Peyton Reed,Paul Rudd,Michael Douglas,Corey Stoll,17-Jul,2015
INSIDE OUT,"$175,000,000.00 ","$356,461,711.00 ","$850,566,343.00 ",comedy,8.2,94,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ronnie Del Carmen,(voice),(voice),(voice),19-Jun,2015
KINGSMAN: THE SECRET SERVICE,"$94,000,000.00 ","$128,261,724.00 ","$404,561,724.00 ",comedy,7.7,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Matthew Vaughn,Colin Firth,Taron Egerton,Samuel L. Jackson,13-Feb,2015
MAGIC MIKE XXL,"$14,500,000 ","$66,013,057 ","$123,580,421 ",comedy,5.6,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gregory Jacobs,Channing Tatum,Joe Manganiello,Matt Bomer,1-Jul,2015
THE BIG SHORT,"$28,000,000.00 ","$70,259,870.00 ","$133,162,752.00 ",comedy,7.8,81,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Adam McKay,Christian Bale,Steve Carell,Ryan Gosling,23-Dec,2015
THE MAN FROM U.N.C.L.E.,"$75,000,000.00 ","$45,445,109.00 ","$108,517,735.00 ",comedy,7.2,56,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Henry Cavill,Armie Hammer,Alicia Vikander,14-Aug,2015
DEADPOOL,"$58,000,000.00 ","$363,070,709.00 ","$781,947,691.00 ",comedy,8,65,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tim Miller,Ryan Reynolds,Morena Baccarin,T.J. Miller,12-Feb,2016
LA LA LAND,"$20,000,000 ","$151,101,803 ","$437,459,811 ",comedy,8,94,"https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Damien Chazelle,Ryan Gosling,Emma Stone,Rosemarie DeWitt,25-Dec,2016
MOANA,"$150,000,000.00 ","$248,757,044.00 ","$630,901,967.00 ",comedy,7.6,81,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Don Hall,Auli'i Cravalho,Dwayne Johnson,Rachel House,23-Nov,2016
SING,"$75,000,000.00 ","$270,329,045.00 ","$631,064,182.00 ",comedy,7.1,59,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christophe Lourdelet,(voice),(voice),(voice),21-Dec,2016
SWISS ARMY MAN,"$3,000,000 ","$4,210,454 ","$5,837,111 ",comedy,6.9,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Daniel Scheinert,Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead,1-Jul,2016
THE NICE GUYS,"$50,000,000.00 ","$36,261,763.00 ","$59,596,747.00 ",comedy,7.3,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Shane Black,Russell Crowe,Ryan Gosling,Angourie Rice,20-May,2016
ZOOTOPIA,"$150,000,000.00 ","$341,268,248.00 ","$1,002,462,578.00 ",comedy,8,78,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jared Bush,Ginnifer Goodwin,Jason Bateman,Idris Elba,4-Mar,2016
BAYWATCH,"$60,000,000.00 ","$58,060,186.00 ","$175,863,783.00 ",comedy,5.5,37,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Seth Gordon,Dwayne Johnson,Zac Efron,Alexandra Daddario,25-May,2017
COCO,"$175,000,000.00 ","$210,460,015.00 ","$797,660,271.00 ",comedy,8.4,81,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Adrian Molina,(voice),(voice),(voice),22-Nov,2017
JUMANJI: WELCOME TO THE JUNGLE,"$90,000,000.00 ","$404,508,916.00 ","$961,632,807.00 ",comedy,6.9,58,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jake Kasdan,Dwayne Johnson,Karen Gillan,Kevin Hart,20-Dec,2017
KINGSMAN: THE GOLDEN CIRCLE,"$104,000,000.00 ","$100,234,838.00 ","$408,803,696.00 ",comedy,6.7,44,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Matthew Vaughn,Taron Egerton,Colin Firth,Mark Strong,22-Sep,2017
LADY BIRD,"$10,000,000 ","$48,958,273 ","$80,120,944 ",comedy,7.4,93,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Greta Gerwig,Saoirse Ronan,Laurie Metcalf,Tracy Letts,1-Dec,2017
THE SQUARE,"$1,900,000.00 ","$406,216.00 ","$740,932.00 ",comedy,7.1,73,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ruben Östlund,Claes Bang,Elisabeth Moss,Dominic West,25-Aug,2017
THOR: RAGNAROK,"$180,000,000.00 ","$315,058,289.00 ","$850,482,778.00 ",comedy,7.9,74,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Taika Waititi,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,3-Nov,2017
"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI","$12,000,000 ","$54,513,740 ","$161,158,351 ",comedy,8.1,88,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Martin McDonagh,Frances McDormand,Woody Harrelson,Sam Rockwell,1-Dec,2017
ANT-MAN AND THE WASP,"$130,000,000.00 ","$216,648,740.00 ","$623,144,660.00 ",comedy,7,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Peyton Reed,Paul Rudd,Evangeline Lilly,Michael Peña,6-Jul,2018
CRAZY RICH ASIANS,"$30,000,000.00 ","$174,532,921.00 ","$237,814,149.00 ",comedy,6.9,74,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jon M. Chu,Constance Wu,Henry Golding,Michelle Yeoh,15-Aug,2018
DEADPOOL 2,"$110,000,000.00 ","$324,591,735.00 ","$786,362,370.00 ",comedy,7.7,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Leitch,Ryan Reynolds,Josh Brolin,Morena Baccarin,18-May,2018
GREEN BOOK,"$23,000,000.00 ","$85,080,171.00 ","$319,995,019.00 ",comedy,8.2,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Peter Farrelly,Viggo Mortensen,Mahershala Ali,Linda Cardellini,16-Nov,2018
INCREDIBLES 2,"$200,000,000.00 ","$608,581,744.00 ","$1,242,805,359.00 ",comedy,7.6,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Brad Bird,(voice),(voice),(voice),15-Jun,2018
THE FAVOURITE,"$15,000,000 ","$34,366,783 ","$95,849,029 ",comedy,7.5,91,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Yorgos Lanthimos,Olivia Colman,Emma Stone,Rachel Weisz,21-Dec,2018
ALADDIN,"$182,000,000.00 ","$355,559,216.00 ","$1,046,587,513.00 ",comedy,6.9,53,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Will Smith,Mena Massoud,Naomi Scott,24-May,2019
CHARLIE'S ANGELS,"$90,000,000.00 ","$125,305,545.00 ","$259,736,090.00 ",comedy,4.9,52,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,15-Nov,2019
JOJO RABBIT,"$14,000,000 ","$33,370,906 ","$86,878,073 ",comedy,7.9,58,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,8-Nov,2019
JUMANJI: THE NEXT LEVEL,"$125,000,000.00 ","$316,831,246.00 ","$798,210,215.00 ",comedy,6.7,58,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,13-Dec,2019
KNIVES OUT,"$40,000,000.00 ","$165,364,060.00 ","$312,898,746.00 ",comedy,7.9,82,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,27-Nov,2019
READY OR NOT,"$6,000,000.00 ","$28,714,231.00 ","$56,785,851.00 ",comedy,6.8,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tyler Gillett,Samara Weaving,Adam Brody,Mark O'Brien,21-Aug,2019
SHAZAM!,"$85,000,000.00 ","$140,371,656.00 ","$363,563,907.00 ",comedy,7,71,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David F. Sandberg,Zachary Levi,Mark Strong,Asher Angel,5-Apr,2019
SPIDER-MAN: FAR FROM HOME,"$160,000,000.00 ","$390,532,085.00 ","$1,132,107,522.00 ",comedy,7.4,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jon Watts,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,2-Jul,2019
FREAKY,"$6,000,000.00 ","$9,030,855.00 ","$18,073,433.00 ",comedy,6.3,67,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christopher Landon,Vince Vaughn,Kathryn Newton,Celeste O'Connor,13-Nov,2020
THE GENTLEMEN,"$22,000,000 ","$36,471,796 ","$113,152,222 ",comedy,7.8,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Matthew McConaughey,Charlie Hunnam,Michelle Dockery,24-Jan,2020
ENCANTO,"$150,000,000.00 ","$96,093,622.00 ","$231,133,858.00 ",comedy,7.2,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Charise Castro Smith,Stephanie Beatriz,María Cecilia Botero,John Leguizamo,24-Nov,2021
GHOSTBUSTERS: AFTERLIFE,"$75,000,000.00 ","$129,360,575.00 ","$203,614,138.00 ",comedy,7.1,45,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jason Reitman,Carrie Coon,Paul Rudd,Finn Wolfhard,19-Nov,2021
LICORICE PIZZA,"$40,000,000.00 ","$17,318,007.00 ","$32,903,549.00 ",comedy,7.2,90,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Paul Thomas Anderson,Alana Haim,Cooper Hoffman,Sean Penn,25-Dec,2021
SING 2,"$85,000,000.00 ","$162,790,990.00 ","$404,655,292.00 ",comedy,7.4,49,"https://m.media-amazon.com/images/M/MV5BMWRiZGQ1NDMtODQ2OS00MDlhLWJkZGYtM2ZmNjlhZThjOWRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Christophe Lourdelet,Matthew McConaughey,Reese Witherspoon,Scarlett Johansson,22-Dec,2021
THE SUICIDE SQUAD,"$185,000,000.00 ","$55,817,425.00 ","$167,097,737.00 ",comedy,7.2,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Gunn,Margot Robbie,Idris Elba,John Cena,5-Aug,2021
AMSTERDAM,"$80,000,000 ","$14,947,969 ","$29,400,826 ",comedy,6.1,48,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David O. Russell,Christian Bale,Margot Robbie,John David Washington,7-Oct,2022
BABYLON,"$110,000,000.00 ","$15,351,455.00 ","$63,319,016.00 ",comedy,7.3,60,"https://m.media-amazon.com/images/M/MV5BNjlkYjc4NGMtZjc3MS00NjQ3LTk4MmUtMTkwZGZjODE1ZDVlXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Damien Chazelle,Brad Pitt,Margot Robbie,Jean Smart,23-Dec,2022
BULLET TRAIN,"$85,900,000.00 ","$103,368,602.00 ","$238,875,556.00 ",comedy,7.3,49,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Leitch,Brad Pitt,Joey King,Aaron Taylor-Johnson,5-Aug,2022
EVERYTHING EVERYWHERE ALL AT ONCE,"$25,000,000 ","$73,265,492 ","$107,446,286 ",comedy,8,81,"https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY98_CR0,0,67,98_AL_.jpg",Daniel Scheinert,Michelle Yeoh,Stephanie Hsu,Jamie Lee Curtis,8-Apr,2022
"LYLE, LYLE, CROCODILE","$50,000,000.00 ","$46,888,441.00 ","$103,896,484.00 ",comedy,6.1,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Will Speck,Javier Bardem,Winslow Fegley,Shawn Mendes,7-Oct,2022
MINIONS: THE RISE OF GRU,"$80,000,000 ","$369,695,210 ","$940,270,567 ",comedy,6.5,56,"https://m.media-amazon.com/images/M/MV5BZDQyODUwM2MtNzA0YS00ZjdmLTgzMjItZWRjN2YyYWE5ZTNjXkEyXkFqcGdeQXVyMTI2MzY1MjM1._V1_UX67_CR0,0,67,98_AL_.jpg",Jonathan del Val,Steve Carell,Pierre Coffin,Alan Arkin,1-Jul,2022
MRS. HARRIS GOES TO PARIS,"$13,000,000.00 ","$10,433,915.00 ","$31,130,159.00 ",comedy,7.1,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Anthony Fabian,Lesley Manville,Isabelle Huppert,Lambert Wilson,15-Jul,2022
PINOCCHIO,"$13,200,000.00 ","$1,831,718.00 ","$30,360,375.00 ",comedy,5,38,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Robert Zemeckis,(voice),Tom Hanks,(voice),8-Sep,2022
SONIC THE HEDGEHOG 2,"$90,000,000.00 ","$190,872,904.00 ","$402,407,997.00 ",comedy,6.5,47,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jeff Fowler,James Marsden,Jim Carrey,(voice),8-Apr,2022
STRANGE WORLD,"$135,000,000.00 ","$37,968,963.00 ","$69,532,497.00 ",comedy,5.6,65,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Qui Nguyen,Jake Gyllenhaal,Jaboukie Young-White,Gabrielle Union,23-Nov,2022
THE BAD GUYS,"$70,000,000.00 ","$97,233,630.00 ","$250,648,674.00 ",comedy,6.8,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Pierre Perifel,Sam Rockwell,Marc Maron,Awkwafina,22-Apr,2022
THE LOST CITY,"$74,000,000.00 ","$105,344,029.00 ","$182,921,990.00 ",comedy,6.1,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Adam Nee,Sandra Bullock,Channing Tatum,Daniel Radcliffe,25-Mar,2022
THE UNBEARABLE WEIGHT OF MASSIVE TALENT,"$30,000,000.00 ","$20,300,157.00 ","$29,116,320.00 ",comedy,7,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tom Gormican,Nicolas Cage,Pedro Pascal,Tiffany Haddish,22-Apr,2022
THOR: LOVE AND THUNDER,"$250,000,000.00 ","$343,256,830.00 ","$760,928,081.00 ",comedy,6.3,57,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Taika Waititi,Chris Hemsworth,Natalie Portman,Christian Bale,8-Jul,2022
TICKET TO PARADISE,"$60,000,000.00 ","$68,275,985.00 ","$172,072,232.00 ",comedy,6.2,50,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ol Parker,George Clooney,Sean Lynch,Julia Roberts,21-Oct,2022
WHITE NOISE,"$10,000,000 ","$56,094,360 ","$92,094,360 ",comedy,5.7,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Noah Baumbach,Adam Driver,Greta Gerwig,Don Cheadle,30-Dec,2022
80 FOR BRADY,"$28,000,000.00 ","$38,359,345.00 ","$38,359,345.00 ",comedy,5.9,53,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kyle Marvin,Lily Tomlin,Jane Fonda,Rita Moreno,3-Feb,2023
A MAN CALLED OTTO,"$50,000,000.00 ","$63,321,079.00 ","$106,679,918.00 ",comedy,7.5,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Marc Forster,Tom Hanks,Mariana Treviño,Rachel Keller,13-Jan,2023
ANT-MAN AND THE WASP: QUANTUMANIA,"$200,000,000.00 ","$187,137,871.00 ","$419,837,871.00 ",comedy,6.5,48,"https://m.media-amazon.com/images/M/MV5BODZhNzlmOGItMWUyYS00Y2Q5LWFlNzMtM2I2NDFkM2ZkYmE1XkEyXkFqcGdeQXVyMTU5OTA4NTIz._V1_UX67_CR0,0,67,98_AL_.jpg",Peyton Reed,Paul Rudd,Evangeline Lilly,Michael Douglas,17-Feb,2023
OPERATION FORTUNE: RUSE DE GUERRE,"$50,000,000.00 ","$3,140,214.00 ","$23,535,387.00 ",comedy,6.7,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Jason Statham,Aubrey Plaza,Cary Elwes,3-Mar,2023
UNBREAKABLE,"$73,243,106.00 ","$94,999,143.00 ","$248,099,143.00 ",scifi,7.3,62,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,M. Night Shyamalan,Bruce Willis,Samuel L. Jackson,Robin Wright,22-Nov,2000
X-MEN,"$75,000,000.00 ","$157,299,717.00 ","$296,872,367.00 ",scifi,7.3,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bryan Singer,Patrick Stewart,Hugh Jackman,Ian McKellen,14-Jul,2000
ATLANTIS: THE LOST EMPIRE,"$90,000,000.00 ","$84,052,762.00 ","$186,049,020.00 ",scifi,6.9,52,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kirk Wise,(voice),(voice),(voice),15-Jun,2001
DONNIE DARKO,"$4,500,000 ","$1,480,006 ","$7,510,154 ",scifi,8,88,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Richard Kelly,Jake Gyllenhaal,Jena Malone,Mary McDonnell,19-Jan,2001
PLANET OF THE APES,"$100,000,000.00 ","$180,011,740.00 ","$362,211,740.00 ",scifi,5.7,50,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tim Burton,Mark Wahlberg,Helena Bonham Carter,Tim Roth,27-Jul,2001
VANILLA SKY,"$70,000,000.00 ","$100,614,858.00 ","$202,726,605.00 ",scifi,6.9,45,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Cameron Crowe,Tom Cruise,Penélope Cruz,Cameron Diaz,14-Dec,2001
LILO & STITCH,"$80,000,000 ","$145,771,527 ","$245,799,997 ",scifi,7.3,73,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chris Sanders,(voice),(voice),(voice),21-Jun,2002
MINORITY REPORT,"$102,000,000.00 ","$132,024,714.00 ","$358,824,714.00 ",scifi,7.6,80,"https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton,21-Jun,2002
SIGNS,"$70,702,619.00 ","$227,969,295.00 ","$408,250,578.00 ",scifi,6.8,59,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,M. Night Shyamalan,Mel Gibson,Joaquin Phoenix,Rory Culkin,2-Aug,2002
SPIDER-MAN,"$139,000,000.00 ","$403,706,375.00 ","$821,706,375.00 ",scifi,7.4,73,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sam Raimi,Tobey Maguire,Kirsten Dunst,Willem Dafoe,3-May,2002
THE TIME MACHINE,"$80,000,000 ","$56,684,819 ","$98,983,590 ",scifi,6,42,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Simon Wells,Guy Pearce,Yancey Arias,Mark Addy,8-Mar,2002
TREASURE PLANET,"$100,000,000.00 ","$38,120,554.00 ","$91,800,000.00 ",scifi,7.2,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,John Musker,(voice),(voice),(voice),27-Nov,2002
THE MATRIX RELOADED,"$150,000,000.00 ","$281,553,689.00 ","$738,576,929.00 ",scifi,7.2,62,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,15-May,2003
ETERNAL SUNSHINE OF THE SPOTLESS MIND,"$20,000,000 ","$34,366,518 ","$72,401,378 ",scifi,8.3,89,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Michel Gondry,Jim Carrey,Kate Winslet,Tom Wilkinson,19-Mar,2004
"I, ROBOT","$105,000,000.00 ","$144,801,023.00 ","$348,629,585.00 ",scifi,7.1,59,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Alex Proyas,Will Smith,Bridget Moynahan,Bruce Greenwood,16-Jul,2004
SPIDER-MAN 2,"$200,000,000.00 ","$373,524,485.00 ","$794,697,557.00 ",scifi,7.4,83,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sam Raimi,Tobey Maguire,Kirsten Dunst,Alfred Molina,30-Jun,2004
THE BUTTERFLY EFFECT,"$13,000,000.00 ","$57,924,679.00 ","$95,638,592.00 ",scifi,7.6,30,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,J. Mackye Gruber,Ashton Kutcher,Amy Smart,Melora Walters,23-Jan,2004
THE DAY AFTER TOMORROW,"$125,000,000.00 ","$186,740,799.00 ","$555,840,117.00 ",scifi,6.4,47,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Roland Emmerich,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,28-May,2004
WAR OF THE WORLDS,"$132,000,000.00 ","$234,280,354.00 ","$606,836,535.00 ",scifi,6.5,73,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Steven Spielberg,Tom Cruise,Dakota Fanning,Tim Robbins,29-Jun,2005
SUPERMAN RETURNS,"$232,000,000.00 ","$200,120,000.00 ","$391,081,192.00 ",scifi,6.1,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bryan Singer,Brandon Routh,Kevin Spacey,Kate Bosworth,30-Jun,2006
THE FOUNTAIN,"$35,000,000 ","$10,144,010 ","$15,461,638 ",scifi,7.2,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Darren Aronofsky,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,22-Nov,2006
THE PRESTIGE,"$40,000,000.00 ","$53,089,891.00 ","$104,407,366.00 ",scifi,8.5,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,20-Oct,2006
V FOR VENDETTA,"$50,000,000.00 ","$70,511,035.00 ","$130,214,162.00 ",scifi,8.2,62,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James McTeigue,Hugo Weaving,Natalie Portman,Rupert Graves,17-Mar,2006
X-MEN: THE LAST STAND,"$210,000,000.00 ","$234,362,462.00 ","$459,260,946.00 ",scifi,6.6,58,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Brett Ratner,Patrick Stewart,Hugh Jackman,Halle Berry,26-May,2006
28 WEEKS LATER,"$15,000,000 ","$28,638,916 ","$64,232,714 ",scifi,6.9,78,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Juan Carlos Fresnadillo,Jeremy Renner,Rose Byrne,Robert Carlyle,11-May,2007
CHILDREN OF MEN,"$76,000,000.00 ","$35,552,383.00 ","$69,845,011.00 ",scifi,7.9,84,"https://m.media-amazon.com/images/M/MV5BZjUzY2ZhZDAtZDRlNS00MzEzLTliZjItMzMyYzM2OTdkZGJjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",Alfonso Cuarón,Julianne Moore,Clive Owen,Chiwetel Ejiofor,5-Jan,2007
I AM LEGEND,"$150,000,000.00 ","$256,393,010.00 ","$585,532,684.00 ",scifi,7.2,65,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Francis Lawrence,Will Smith,Alice Braga,Charlie Tahan,14-Dec,2007
IDIOCRACY,"$2,400,000 ","$444,093 ","$500,296 ",scifi,6.5,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mike Judge,Luke Wilson,Maya Rudolph,Dax Shepard,25-Jan,2007
SPIDER-MAN 3,"$258,000,000.00 ","$336,530,303.00 ","$894,860,230.00 ",scifi,6.3,59,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sam Raimi,Tobey Maguire,Kirsten Dunst,Topher Grace,4-May,2007
THE MIST,"$13,000,000.00 ","$25,593,755.00 ","$57,189,408.00 ",scifi,7.1,58,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Frank Darabont,Thomas Jane,Marcia Gay Harden,Laurie Holden,21-Nov,2007
TRANSFORMERS,"$151,000,000.00 ","$319,246,193.00 ","$708,272,592.00 ",scifi,7,61,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Michael Bay,Shia LaBeouf,Megan Fox,Josh Duhamel,3-Jul,2007
CLOVERFIELD,"$25,000,000 ","$80,048,433 ","$171,302,226 ",scifi,7,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Matt Reeves,Mike Vogel,Jessica Lucas,Lizzy Caplan,18-Jan,2008
